PP,Blok,Condition,timestamp,avgDepth(avg),leftShoulderAngle(avg),rightShoulderAngle(avg),leanAngle(avg),HipCenter_Spine-Spine_ShoulderCenter(avg),Spine_ShoulderCenter-ShoulderCenter_Head(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(avg),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(avg),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(avg),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(avg),ElbowLeft_WristLeft-WristLeft_HandLeft(avg),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(avg),ShoulderRight_ElbowRight-ElbowRight_WristRight(avg),ElbowRight_WristRight-WristRight_HandRight(avg),HipCenter_Spine-PlaneZXAxisX(avg),HipCenter_Spine-PlaneXYAxisY(avg),HipCenter_Spine-PlaneYZAxisZ(avg),Spine_ShoulderCenter-PlaneZXAxisX(avg),Spine_ShoulderCenter-PlaneXYAxisY(avg),Spine_ShoulderCenter-PlaneYZAxisZ(avg),ShoulderCenter_Head-PlaneZXAxisX(avg),ShoulderCenter_Head-PlaneXYAxisY(avg),ShoulderCenter_Head-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(avg),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(avg),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(avg),ShoulderCenter_ShoulderRight-PlaneZXAxisX(avg),ShoulderCenter_ShoulderRight-PlaneXYAxisY(avg),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(avg),ShoulderLeft_ElbowLeft-PlaneZXAxisX(avg),ShoulderLeft_ElbowLeft-PlaneXYAxisY(avg),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(avg),ElbowLeft_WristLeft-PlaneZXAxisX(avg),ElbowLeft_WristLeft-PlaneXYAxisY(avg),ElbowLeft_WristLeft-PlaneYZAxisZ(avg),WristLeft_HandLeft-PlaneZXAxisX(avg),WristLeft_HandLeft-PlaneXYAxisY(avg),WristLeft_HandLeft-PlaneYZAxisZ(avg),ShoulderRight_ElbowRight-PlaneZXAxisX(avg),ShoulderRight_ElbowRight-PlaneXYAxisY(avg),ShoulderRight_ElbowRight-PlaneYZAxisZ(avg),ElbowRight_WristRight-PlaneZXAxisX(avg),ElbowRight_WristRight-PlaneXYAxisY(avg),ElbowRight_WristRight-PlaneYZAxisZ(avg),WristRight_HandRight-PlaneZXAxisX(avg),WristRight_HandRight-PlaneXYAxisY(avg),WristRight_HandRight-KinectZAxis(avg),avgDepth(stdv),leftShoulderAngle(stdv),rightShoulderAngle(stdv),leanAngle(stdv),HipCenter_Spine-Spine_ShoulderCenter(stdv),Spine_ShoulderCenter-ShoulderCenter_Head(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderLeft(stdv),Spine_ShoulderCenter-ShoulderCenter_ShoulderRight(stdv),ShoulderCenter_ShoulderLeft-ShoulderLeft_ElbowLeft(stdv),ShoulderLeft_ElbowLeft-ElbowLeft_WristLeft(stdv),ElbowLeft_WristLeft-WristLeft_HandLeft(stdv),ShoulderCenter_ShoulderRight-ShoulderRight_ElbowRight(stdv),ShoulderRight_ElbowRight-ElbowRight_WristRight(stdv),ElbowRight_WristRight-WristRight_HandRight(stdv),HipCenter_Spine-PlaneZXAxisX(stdv),HipCenter_Spine-PlaneXYAxisY(stdv),HipCenter_Spine-PlaneYZAxisZ(stdv),Spine_ShoulderCenter-PlaneZXAxisX(stdv),Spine_ShoulderCenter-PlaneXYAxisY(stdv),Spine_ShoulderCenter-PlaneYZAxisZ(stdv),ShoulderCenter_Head-PlaneZXAxisX(stdv),ShoulderCenter_Head-PlaneXYAxisY(stdv),ShoulderCenter_Head-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderLeft-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderLeft-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderLeft-PlaneYZAxisZ(stdv),ShoulderCenter_ShoulderRight-PlaneZXAxisX(stdv),ShoulderCenter_ShoulderRight-PlaneXYAxisY(stdv),ShoulderCenter_ShoulderRight-PlaneYZAxisZ(stdv),ShoulderLeft_ElbowLeft-PlaneZXAxisX(stdv),ShoulderLeft_ElbowLeft-PlaneXYAxisY(stdv),ShoulderLeft_ElbowLeft-PlaneYZAxisZ(stdv),ElbowLeft_WristLeft-PlaneZXAxisX(stdv),ElbowLeft_WristLeft-PlaneXYAxisY(stdv),ElbowLeft_WristLeft-PlaneYZAxisZ(stdv),WristLeft_HandLeft-PlaneZXAxisX(stdv),WristLeft_HandLeft-PlaneXYAxisY(stdv),WristLeft_HandLeft-PlaneYZAxisZ(stdv),ShoulderRight_ElbowRight-PlaneZXAxisX(stdv),ShoulderRight_ElbowRight-PlaneXYAxisY(stdv),ShoulderRight_ElbowRight-PlaneYZAxisZ(stdv),ElbowRight_WristRight-PlaneZXAxisX(stdv),ElbowRight_WristRight-PlaneXYAxisY(stdv),ElbowRight_WristRight-PlaneYZAxisZ(stdv),WristRight_HandRight-PlaneZXAxisX(stdv),WristRight_HandRight-PlaneXYAxisY(stdv),WristRight_HandRight-KinectZAxis(stdv),Added
PP12,2,I,20120909T170300000,2083.6097860163,-130.3515173413,119.9736493014,92.4414706608,167.6422464934,160.5197987353,50.8465505839,61.9102555075,146.1971282775,93.354777651,161.69122792,41.9033716446,42.0481158633,130.9497987536,12.0422491535,-4.9808585765,83.5411986149,-83.4014223425,-0.0403716265,92.4414706608,-29.0196077317,17.9537706564,100.2905877677,-168.183742313,-130.3515173413,-103.8075641824,28.2562445022,119.9736493014,-47.0172577283,-150.7888675526,-164.2894797485,-96.980963058,-33.1437050192,106.9260332193,-144.5443089178,-44.8980558147,88.9184832657,-49.4475000246,-129.2698411551,-103.8103075894,-168.6339198618,24.8996725207,99.7204944498,-42.6329314975,-18.1227010547,125.0740696439,-109.6046912682,28.8989353188,1.0956224126,1.2897497419,1.1523126097,10.6560180317,2.6038736332,2.2080721761,1.832164906,2.3390408847,5.5956116271,11.9135864137,1.179762328,27.9340266643,19.1116236801,111.6633191342,3.9081523673,12.4989246844,38.5758398499,2.1835398407,1.1523126097,3.9172114257,2.4812712842,2.2991325777,2.296635902,1.0956224126,2.6626838961,1.1916593527,1.2897497419,1.673465614,46.2732241696,2.169952223,5.1037213205,15.1662637165,9.5598247919,51.1038511122,19.8456779166,21.0414794255,159.8160344403,NaN,0.7733306837,0.3364088856,35.8560268206,69.9405538889,29.454921339,31.3138548443,36.9166176291,29.2663365843,
PP12,2,I,20120909T170400000,2082.0956024422,-128.1361950997,118.323114159,93.9964807111,177.2380480276,159.3823016615,55.4381972343,60.2978882957,143.2201862711,98.5426867113,139.83266858,32.8182085269,40.842271722,140.0957292473,-111.7127334552,-2.8413127687,96.4121523335,-124.7448626282,-2.6473728834,93.9964807111,-45.1836082335,14.6674294311,105.0119586437,-167.1246704617,-128.1361950997,-100.0962056776,27.551181473,118.323114159,-45.9065403623,-129.8916338568,-161.1067408883,-92.8923005422,-40.7335117123,114.5638892018,-128.7976560633,-62.1646093678,58.8649174736,110.5578886338,-130.7601686008,-89.1953713016,152.9664785977,23.1208218047,116.4662500241,-55.6475083271,-11.9429156541,121.2686841474,-91.8722442948,33.8960985949,2.6697313392,1.9454541419,1.7760343572,1.0585760381,3.9573765659,2.9169726811,1.7243347194,5.3799490085,16.7769426168,13.9188323485,4.2652753908,23.3362818929,21.8184651874,35.7793113893,1.0614923684,2.40184623,11.9124268958,0.9416024217,1.7760343572,14.2663287903,3.5601756616,4.6455579354,40.3348853709,2.6697313392,3.4012412603,1.4503901488,1.9454541419,3.1120029224,107.019913682,33.2967562605,4.1869366869,12.6757960812,25.0570914,63.1120951207,19.5674500893,44.6936328132,120.4461822229,2.2548815865,6.30923054,86.8613061676,29.6900817553,52.1791338674,26.4622569051,38.1556329016,62.8722015729,59.3461168303,
PP12,2,I,20120909T170500000,2082.0275882826,-126.630896338,116.5982311508,95.2698796454,176.9942738705,159.6497244665,54.9996441801,63.1905616027,143.9988152144,94.3978862603,148.0067035516,72.7470633548,68.4289645784,137.7041565212,-97.7966726925,-0.7030643569,98.1657743659,-102.45731134,-0.7032647578,95.2698796454,-46.406920306,16.2010688986,106.5996834727,-165.1764023418,-126.630896338,-98.5084447838,29.1887849547,116.5982311508,-41.8242140482,26.6135658953,-160.9978671456,-86.8751229965,-41.4838235376,116.4265148967,-129.375702086,-58.4496410713,82.7136789776,64.2909427627,-76.2719974307,8.2848246301,-10.1569311076,-3.1384133862,98.4820458287,-84.2024253825,-42.8744726061,83.0441928978,-92.686786611,32.3943261134,4.1369823185,3.8157996391,2.2382991414,1.1233593574,3.8263537036,4.5695450112,3.257058457,7.382443858,12.3653377582,14.0399652415,43.9090983681,42.0344532294,21.4043065653,17.5494164388,2.4941279239,2.759414515,25.372255821,2.4059459209,2.2382991414,15.0728837798,5.4456352374,3.4447211715,53.1224371632,4.1369823185,4.7549077045,1.8825268619,3.8157996391,6.5314402919,157.9920059752,6.0686643839,8.2525382996,10.7270319649,19.1886468993,66.3185951468,18.1693645724,21.5209760403,154.0534772404,67.8912824042,130.5611875226,141.774621081,49.4149046016,81.695552939,55.2376517424,31.1903345797,90.849738267,110.3087942684,
PP12,3,R,20120909T172100000,2120.7933148146,-119.0041056711,124.0360211281,91.563407093,160.796185208,172.0145896671,55.9294781576,62.1738434417,154.4492205298,147.388686222,141.8642979669,144.4941773611,51.6675836362,158.2835142428,37.6728175011,6.1716627595,74.0536070859,-34.1391428781,5.2642686599,91.563407093,-15.2464015732,7.8411324109,91.7412669568,43.9323955488,-119.0041056711,-80.2316416636,0.7480533364,124.0360211281,-87.5318326735,32.4315389258,-142.9998118822,-90.0793548407,-96.0852509812,-123.8856929554,-102.047080588,7.9598517015,-43.8158217112,-82.545924899,-9.1602386965,157.4216428892,-93.4206528123,-121.5727391997,-17.1865775727,27.3052588124,-111.9473553726,1.6874716006,38.3712634548,32.3615109389,5.6840533326,5.0399767319,2.9367415485,14.4538892241,4.297562055,5.910346861,8.5786450625,8.3205363759,12.3259689343,28.3710420306,9.4811809818,51.2409017916,13.3821613667,71.1950282051,8.5998973442,17.6590432954,45.38818867,6.4870023846,2.9367415485,40.4254893149,5.1870339954,6.4623291779,165.3240340154,5.6840533326,17.322188808,15.512308279,5.0399767319,22.9954059444,164.2272836721,7.7947870213,11.0551180489,84.9559636462,109.47983639,17.0247134097,117.0175655629,136.2369739309,51.7068401035,23.9780399497,5.8851519806,13.0543527227,46.6084949519,79.7850131157,109.9799374684,40.659962595,85.3105094884,114.5158716943,
PP12,3,R,20120909T172200000,2129.9279345758,-122.6643758348,123.3489482721,89.3294046672,133.7245326635,171.7430076347,53.5318047283,63.0565241083,148.0196823884,161.4769206809,155.9219273979,141.3740937553,131.855853686,175.6706905827,99.1794876312,-9.3188964245,44.253827012,7.3515758415,3.9660181502,89.3294046672,26.3922207863,10.0669813625,84.7723581483,141.1993958606,-122.6643758348,-81.9429903379,25.193782011,123.3489482721,-54.6126614461,-152.8406497655,-148.1720091724,-107.5460931442,-119.6692098572,-163.29179841,-117.9973307427,-64.4280864113,-158.7378140577,-109.3168306705,-18.6397661179,143.3229458356,-103.4392588506,-91.5386212922,7.1994917937,-120.6265384239,-92.4578609399,4.6513286996,-118.2869074831,25.9800098478,2.249524858,2.1630948908,2.0671473363,1.022395728,2.560434398,2.1776864296,2.5621578432,4.3197361858,2.662151026,26.9434151718,7.6163840898,26.8240824705,3.1272543859,2.7371805164,2.5441384526,2.0190726279,22.2214552434,1.3995862308,2.0671473363,18.5039684264,3.8946056897,2.9877119541,101.5160148376,2.249524858,6.7481989664,6.4022706194,2.1630948908,9.5010513134,4.9088125946,2.3503585888,2.1467432288,5.6172559751,2.1797395569,2.4258241828,88.3874203364,24.7151695931,42.2041240779,6.9272414544,4.7618593192,5.1593543075,44.1282661251,150.9935158156,13.1704316811,46.9333683037,151.5181656123,13.8088579808,
PP12,3,R,20120909T172300000,2128.2536461708,-124.3319561338,123.4397159701,88.4752192067,134.3623844516,170.2487539829,52.4526184112,62.6623626406,150.0114245851,160.6954367725,166.6988188033,141.7015476415,156.8779631328,174.5325866351,100.1608360104,-10.505625597,44.0215847976,24.13962189,3.3775802428,88.4752192067,31.2384773662,11.4465855306,82.9333789061,176.6543363162,-124.3319561338,-85.0698291054,24.3094779383,123.4397159701,-55.6141834091,-151.7200768543,-148.0967662642,-108.48600459,-117.0216619234,-164.1364125947,-119.1636407774,-99.9751107296,-171.5025890948,-130.329711987,-20.141017099,144.2065643488,-104.2073746421,-49.3183446707,145.3132563054,-107.878381133,-49.6105352543,140.1533617448,-105.7588458167,30.8176684589,0.7736372188,1.1167190944,0.6413731054,0.9083877314,1.863719379,1.0773607852,1.1502101225,2.5349573906,1.5301456455,1.8081305966,5.7503194462,11.1668704745,4.605720027,0.8942840639,0.6731503114,0.7684087293,4.6654738857,0.2892243751,0.6413731054,4.2593850555,1.1552021608,1.5151967908,1.3009112145,0.7736372188,1.5893953624,1.2973055475,1.1167190944,2.2801671192,2.7135480731,0.9009521884,1.1000526387,3.1554069425,1.4249972501,0.6405635503,2.6176800887,2.1340976449,1.0308527762,8.2921736701,5.2181731306,2.3803935732,23.6977683322,72.5846971965,8.7668413134,27.8307026462,82.1450948877,9.9179267606,
PP12,3,R,20120909T172400000,2126.0767419611,-123.8536488363,123.625573481,88.943531581,135.1873496587,169.9994226997,52.7877925576,62.7097135032,147.5912610824,160.1041318248,166.360907953,139.3154067261,151.8358470696,173.1756792447,100.5987629951,-10.3481151725,45.4105593165,13.2663567184,3.5460027097,88.943531581,28.7256192388,10.4582897361,83.1991198679,163.5799694322,-123.8536488363,-83.427203316,25.616060496,123.625573481,-54.2442504396,-148.9703287145,-146.6774436542,-109.6403115807,-114.7636410074,-164.4698596264,-119.2484161035,-98.4730939235,-170.1038179096,-130.4122051409,-23.0560714148,146.5579007181,-103.6345815106,-38.9517388195,132.2099158877,-101.7187263718,-37.4013021316,124.7006968162,-98.8789706523,33.3911830586,1.8369384046,2.2827776403,1.3209407812,2.7589870462,2.6132230221,1.7961586147,2.0363841406,5.3222349055,2.7566479242,5.8957333616,10.1427442608,20.0625618077,6.0418876286,2.7219257537,1.6654572814,3.1711717952,29.6228904593,1.9435087768,1.3209407812,31.5071593594,6.4461277303,2.6267451803,63.2650627643,1.8369384046,4.2011140194,2.8669932112,2.2827776403,3.6243675018,9.1400873191,26.9859325484,3.2430256368,7.4940952885,20.1721721783,2.7819881607,4.1166669826,29.0544236199,3.7896164884,14.617403385,9.3003422196,6.9283959585,38.5184038459,81.3849927941,21.1512082243,43.1236078654,93.3103994238,22.6086735028,
PP12,3,R,20120909T172500000,2131.8895223009,-123.8584607747,124.3026817859,87.6062839185,134.7060302571,173.4453549873,52.2873916632,63.1179469498,147.8088445447,158.6913506438,171.5010041687,133.4067790717,152.5849966618,173.6674845003,99.0659351747,-9.504016315,43.5527726387,29.6961014415,4.1302283024,87.6062839185,22.1289669442,10.0344680685,85.8272322582,176.2416467965,-123.8584607747,-84.2882699103,25.3258433549,124.3026817859,-55.3026242773,-149.1979154199,-149.2963849644,-109.4042091611,-110.009612881,-169.1167085544,-118.0663901784,-101.9725084983,-171.1223936105,-126.1076439526,-34.7106735068,152.7702554076,-107.5812765449,-15.3069360751,148.6481753878,-91.2739055026,-11.3122822821,147.6774032352,-86.6608029735,26.6005667344,1.082421743,1.3799612877,0.8785663102,0.9014264569,1.4592221034,1.384254171,1.6654677374,3.7676794687,1.5610042664,3.0118328448,12.3603037371,17.4739162738,5.6906640669,2.7636169374,2.7671927877,0.680691567,7.7941314273,0.448718189,0.8785663102,10.4205663847,1.2700690871,2.0177092097,2.2404850157,1.082421743,3.4268048734,3.5654486142,1.3799612877,4.938581507,8.2687750657,2.253735378,4.3480085793,7.6111320636,3.714749974,1.5646831185,7.0666395983,5.321989718,1.8953041084,18.310114016,10.1123811645,4.6505765216,30.2202107016,22.7070443823,18.7014986409,31.5849514477,27.0588844367,25.3338489859,
PP12,3,R,20120909T172600000,2128.9843018286,-123.6328695097,124.9639616038,87.4087282633,135.0922594281,172.3000991554,52.3311469729,62.4346343933,150.2708670273,158.3092955036,168.2064296627,136.3507404914,153.051706891,165.7402335954,98.2921010343,-8.6173416555,43.655963662,30.9186388005,4.3176213378,87.4087282633,22.1879979832,11.1549087439,85.064073222,176.4405204542,-123.6328695097,-84.5676839572,23.9121992551,124.9639616038,-57.6591533105,-153.8770205233,-147.7240266443,-107.0846369938,-114.3636826121,-166.7059159306,-117.7370018949,-102.7679697522,-161.3758544966,-128.5810514354,-31.2847638795,150.6754847904,-107.5045950568,-43.1414446554,108.8893668251,-105.6506329449,-38.995129333,118.7485555513,-66.6927491199,28.0081857453,1.3374601409,1.7321640963,0.7200926422,0.9648788188,2.1839051464,1.4539179398,1.9870080321,3.4943611932,2.3135249681,3.1223499,9.013218661,21.6606397562,19.9381279367,2.9388950891,2.8398559216,1.1053506842,4.599253227,0.6581274085,0.7200926422,11.1256838311,1.3056074851,2.7828304186,1.5680108649,1.3374601409,2.233963839,3.1595716269,1.7321640963,4.249430634,7.0756380399,1.9497772023,3.9560547522,5.5722737486,2.2431521398,1.8333422068,8.1751526397,53.1144410229,2.2784584001,14.4622630689,8.139599726,4.6683997393,43.6720225476,106.3682833062,18.7774242828,47.4490567654,84.4239726637,81.3302450302,
PP12,3,T,20120909T173000000,2078.3821223087,-118.0918712737,116.5007776597,97.9778075685,177.072622642,165.1115350681,59.9449787687,63.9048137588,145.8588783608,152.2658281568,150.7229751294,120.4551721055,147.6520191599,142.1204480484,-81.3496639992,1.5764168539,100.7771823793,-78.4778562664,1.5697011824,97.9778075685,-27.6837767152,13.898235227,99.1994176639,63.1822798854,-118.0918712737,-76.83468808,27.0157145371,116.5007776597,-44.8200116298,-25.6594084608,-151.1082311324,-90.3845022669,-73.9749348825,-112.1145650048,-95.5743146279,-12.2093991647,-29.7997340671,-107.3232200018,-29.461365442,154.3523311365,-100.0578622519,-33.8323779734,49.5273000153,-106.1578763779,-54.1982910271,43.5966222396,-136.1878093596,28.8413877699,7.9125322075,3.8033441612,3.6570140496,1.0910934887,5.4327536172,5.5510872396,2.6401186359,9.2420480878,15.5253509268,23.3768660755,17.1394801184,21.824530018,24.1505248196,15.1398650663,2.8359392909,3.4710334995,21.9620060371,2.8803178086,3.6570140496,33.9108446442,4.7797966335,9.7613608791,159.8073230675,7.9125322075,18.7059571495,6.0204105619,3.8033441612,11.331282986,171.4907709283,2.9692754275,5.9179572315,109.2228715455,128.8415113272,26.8095395918,113.0444862471,155.1156009827,48.1711904513,29.8198983401,53.662418085,13.920136926,54.1072981198,149.8003913838,32.5337063101,45.150457453,129.5579266589,51.5996162304,
PP12,3,T,20120909T173100000,2079.1389643865,-117.2358955634,116.4139993963,96.5194886037,176.9953806594,164.8699566867,60.8807823761,64.7536355884,142.7876875482,155.6956839658,158.8339956258,119.4978889495,149.760374251,149.4591865433,-75.5008632478,1.4272842022,99.1928100397,-72.3261853735,1.5431352264,96.5194886037,-36.3965059633,15.2003612146,101.0786660479,140.1095317084,-117.2358955634,-78.548246379,27.887889911,116.4139993963,-43.0456617877,-159.6097972314,-152.4269508502,-95.4483746299,-107.1289807919,-106.4187094405,-99.2211580958,-45.9697654065,-13.0949402428,-103.0714681707,-35.1223522554,161.307920133,-96.1737202377,-46.2277288422,56.1122050134,-112.8836180816,-57.8119910114,34.772223547,-125.3840805099,29.7816633012,2.7692247107,3.8998918835,2.3900164306,1.2438537672,5.1520806877,2.6497184092,3.2200128867,5.2098077263,8.0175598829,15.1843222889,7.1152970036,19.8300343891,19.1931476719,30.3771558149,3.3331762384,2.8873372291,27.2955009756,3.4695290153,2.3900164306,12.5323142724,3.7558357927,3.3387514616,99.0500223503,2.7692247107,13.3706733935,2.3923380557,3.8998918835,5.9900795451,56.8010116077,4.1697089519,5.5339726951,64.9428080495,132.9515708781,6.4194372227,104.4204962981,162.6878112445,21.3035555596,22.2589585508,30.2883474464,39.3350150346,51.6110758788,146.726950009,34.1521528006,47.4534162279,135.3922987911,54.0378392774,
PP12,3,T,20120909T173200000,2076.6047069659,-115.3698192396,117.1260128702,97.4707313614,177.0541607186,167.3467918408,61.160963715,65.2072238888,141.9082643133,157.2157917048,164.1751321842,118.6664722056,139.4953229299,154.3539980843,-74.0709779321,2.8510757223,100.3332454983,-67.7620152771,2.8550927846,97.4707313614,-46.9332832013,13.2113743664,104.2514947348,171.5411326008,-115.3698192396,-71.8535109237,26.0496285325,117.1260128702,-46.7832467247,-88.9622713979,-152.2332873456,-92.2347589346,-125.8936489158,-174.3525125284,-97.5320223752,4.3244344129,-164.7821317085,-84.5670352163,-40.4714052163,163.8998753472,-104.0967539207,-80.887144807,-10.9593501057,-116.6102055671,-92.2450561797,-19.0750915926,-120.4331180709,35.504341609,3.7851852795,3.6046479291,2.2546167792,0.9986679479,2.286309025,2.2399474141,3.3067910792,3.9067166365,2.2263409845,15.8598804787,9.7357396004,30.3554483622,25.2756993874,10.1930544162,2.1797213837,2.2917863971,14.2849125469,2.2661777002,2.2546167792,7.9532569228,2.0260438485,2.8591659978,2.8390939083,3.7851852795,9.5976255563,12.0922199543,3.6046479291,18.3003805961,149.839763762,1.802571657,2.5708259323,35.0822310006,1.58712625,3.1972526878,142.4449093543,13.3970303659,15.1173845998,25.8246319697,20.4662980447,10.291415541,37.3084377685,162.3308820171,63.9430504727,25.1924443807,150.4465242164,86.4836907583,
PP12,3,T,20120909T173300000,2079.0584963668,-115.4636365021,116.3932088201,97.5837823634,177.1096425298,167.6435888327,61.5354047123,65.091935665,141.9844893659,157.3712522238,172.8135147478,118.6709076139,147.8611321569,149.3246256149,-76.5741057743,2.3768218765,100.4393108673,-71.6320272705,2.3459843382,97.5837823634,-47.65425481,12.6855945546,104.0279822318,171.2617623468,-115.4636365021,-71.9784094524,28.6352944743,116.3932088201,-42.2318068356,-52.870324838,-152.4423682644,-91.3409005511,-136.3293823906,-169.7096756437,-95.8263250179,-32.3590885474,-170.2360492774,-89.8234783576,-38.5178773125,166.2691398172,-101.6937928927,-49.7375490686,36.2043904313,-112.5348807221,-66.4674240901,37.9372076788,-140.3564445054,29.1349121715,2.2642811971,2.4182615201,1.9657191091,0.9411846068,1.277511888,1.325411332,1.4322804358,3.3035323386,2.0195892175,8.6506624289,5.8551031212,11.841255387,21.0026712247,10.2781309573,1.6893368141,1.8304622079,15.2921956683,1.8122227874,1.9657191091,6.3159286341,1.3610871392,2.4759793595,2.188528973,2.2642811971,4.9853595738,1.3741687733,2.4182615201,4.0422999534,167.5697553688,0.8503421309,2.0764745137,29.3967430597,40.7729358155,3.7486569672,144.624155606,21.7427949962,9.6347669893,17.1606224953,3.2090986987,6.371080706,51.9810874968,156.4551352276,29.9027720658,35.2599041861,141.0111581535,19.833617434,
PP12,3,T,20120909T173400000,2077.4629716242,-114.4014591184,115.9493873988,97.7024102121,177.1510114752,167.3558446119,62.0471417024,65.7880987881,139.6172389736,156.0231744957,168.5225471517,119.0466832448,148.0072405063,157.1786480974,-75.6185886714,2.7835671841,100.5144951642,-71.1025689303,2.7234055935,97.7024102121,-47.214967176,12.7876053751,104.3471128052,170.1798974269,-114.4014591184,-68.7044095395,29.9480453344,115.9493873988,-40.218779648,-152.2588527036,-152.8193705093,-93.6582399674,-94.9394369356,-149.7395487593,-97.5839075206,-59.9617775266,-140.8529683727,-87.0401905771,-35.7056422718,165.482671168,-100.4746475946,-58.8486010129,15.9126891988,-120.3036449711,-74.8175755217,5.8868729759,-128.2595689855,28.8416618547,3.5769232898,3.4208726301,2.3428606462,0.9641058596,2.2758046149,2.2066637748,2.3538125792,4.6701437621,5.0371327575,22.2412258612,6.8540052244,15.3378697958,21.3186513491,10.5568867428,1.8603701035,2.1393228162,14.3161345364,1.7836358461,2.3428606462,11.9183386722,1.939752463,4.4085021366,4.7008719973,3.5769232898,11.8036431681,2.279377773,3.4208726301,6.2657997558,81.1587868526,1.4757289466,3.3129942946,85.3341453128,88.5174875717,6.0666443348,115.8805673783,91.574503551,28.6327385304,22.9048851801,5.1672259021,7.3328999566,44.1622459885,162.8948027114,28.5017114135,37.0163268438,157.1498748041,57.0509036057,
PP12,3,T,20120909T173500000,2077.9630391997,-116.3452859859,113.7971182928,98.3170170769,176.9793645524,168.5230500937,59.804328282,67.7090645707,143.0753890694,155.7138726183,162.9521210339,120.2398064415,155.2395985692,149.4229532614,-77.2422001538,2.6318275751,101.2049230069,-71.4777272272,2.8845438478,98.3170170769,-30.8880830902,13.709637978,98.8104966151,165.8282182625,-116.3452859859,-62.1878722825,31.1994543754,113.7971182928,-36.1739064476,-137.1196860157,-149.8310122337,-93.2344168927,-65.2594061633,-173.9614104006,-92.7517217497,-20.9160205924,-160.5197712903,-76.4911648095,-27.6164933911,159.7994971884,-101.2502658897,-66.8368555719,68.1018790724,-118.7592375203,-76.2898126665,50.6676993181,-129.6446564141,27.5967244074,4.3061932874,1.3988068118,1.3797476891,1.0598436709,3.4218384857,2.1306236696,2.1716018907,4.3812886122,3.4878041362,25.4051851892,10.5604867556,11.3652304351,24.6871891394,10.5423918849,2.0437775405,1.3975593898,14.6201204439,2.1876479168,1.3797476891,17.1783783775,1.8395259223,4.7554400385,3.8854199253,4.3061932874,8.6815476155,2.7623798848,1.3988068118,3.4497913392,107.1886400773,1.8736011095,2.1641077148,129.8038383584,2.9129073722,4.0534136275,142.9396706849,27.9016041365,30.3514281028,24.6546209462,4.6491264806,10.4471597807,38.9148191067,156.7237615229,22.1437862566,38.2725576584,149.0754469677,56.0029717128,
PP12,3,T,20120909T173600000,2077.2169943322,-112.6309799799,113.5938101251,100.0478927114,177.0226228556,170.6610562628,61.8805028662,68.1633387653,138.7906759651,155.0741107648,169.4170785924,115.7802429046,152.7658300846,153.961678415,-74.9512618133,3.6181419035,102.8409778599,-69.2100166508,3.921530889,100.0478927114,-39.3370949623,12.2725964853,101.5386726251,163.6314880494,-112.6309799799,-54.1809554808,32.2841653044,113.5938101251,-34.9267214159,-168.6399656967,-149.5561793592,-94.3825642464,-116.7701760371,-174.0323533937,-94.4302682265,-29.0587545888,-167.4033084281,-85.2107839267,-34.3014358637,159.7898067192,-103.1527839034,-69.030134783,-19.7456186192,-121.3904458403,-75.9694428992,-13.4106413841,-126.2960502836,32.340480182,4.4864879706,3.7352455781,2.3442714677,1.2182893857,3.5486082891,2.668301287,2.356118695,4.1694243908,4.4382436059,16.9925521716,11.1478133527,14.7477084568,24.2350058307,7.4603772413,2.2888870635,2.2804803383,10.0079838449,2.3907733663,2.3442714677,29.4431339687,4.5241129087,3.1487287442,2.6544434335,4.4864879706,9.3923573228,8.0228883113,3.7352455781,12.1908643076,35.1106541598,2.9980411812,1.6262457212,86.4711115057,2.9056019189,4.5144546891,145.1256033516,17.3718415541,19.3829831585,26.5358535166,28.2249847826,10.4444509969,43.4579451242,166.7993363566,24.4337911902,48.9232327307,156.6767183344,49.4729471169,
