PP;Blok;Condition;timestamp;Valence_rc;Arousal_rc;Dominance;Stress;MentalEffort;MentalDemand;PhysicalDemand;TemporalDemand;Effort;Performance_rc;Frustration;NasaTLX;HR;RMSSD;SCL;Squality;Sneutral;Shappy;Ssad;Sangry;Ssurprised;Sscared;Sdisgusted;Svalence;SyHeadOrientation;SxHeadOrientation;SzHeadOrientation;SmouthOpen;SleftEyeClosed;SrightEyeClosed;SleftEyebrowLowered;SleftEyebrowRaised;SrightEyebrowLowered;SrightEyebrowRaised;SgazeDirectionForward;SgazeDirectionLeft;SgazeDirectionRight;SAu01_InnerBrowRaiser;SAu02_OuterBrowRaiser;SAu04_BrowLowerer;SAu05_UpperLidRaiser;SAu06_CheekRaiser;SAu07_LidTightener;SAu09_NoseWrinkler;SAu10_UpperLipRaiser;SAu12_LipCornerPuller;SAu14_Dimpler;SAu15_LipCornerDepressor;SAu17_ChinRaiser;SAu20_LipStretcher;SAu23_LipTightener;SAu24_LipPressor;SAu25_LipsPart;SAu26_JawDrop;SAu27_MouthStretch;SAu43_EyesClosed;SnMouseAct;SnLeftClicked;SnRightClicked;SnDoubleClicked;SnWheel;SnDragged;SnMouseDistance;SnKeyStrokes;SnChars;SnSpecialKeys;SnDirectionKeys;SnErrorKeys;SnShortcutKeys;SnSpaces;SnAppChange;SnTabfocusChange;CharactersRatio;ErrorKeyRatio;avgDepthavg;leftShoulderAngleavg;rightShoulderAngleavg;leanAngleavg;HipCenter_SpineSpine_ShoulderCenteravg;Spine_ShoulderCenterShoulderCenter_Headavg;Spine_ShoulderCenterShoulderCenter_ShoulderLeftavg;Spine_ShoulderCenterShoulderCenter_ShoulderRightavg;ShoulderCenter_ShoulderLeftShoulderLeft_ElbowLeftavg;ShoulderLeft_ElbowLeftElbowLeft_WristLeftavg;ElbowLeft_WristLeftWristLeft_HandLeftavg;ShoulderCenter_ShoulderRightShoulderRight_ElbowRightavg;ShoulderRight_ElbowRightElbowRight_WristRightavg;ElbowRight_WristRightWristRight_HandRightavg;HipCenter_SpinePlaneZXAxisXavg;HipCenter_SpinePlaneXYAxisYavg;HipCenter_SpinePlaneYZAxisZavg;Spine_ShoulderCenterPlaneZXAxisXavg;Spine_ShoulderCenterPlaneXYAxisYavg;Spine_ShoulderCenterPlaneYZAxisZavg;ShoulderCenter_HeadPlaneZXAxisXavg;ShoulderCenter_HeadPlaneXYAxisYavg;ShoulderCenter_HeadPlaneYZAxisZavg;ShoulderCenter_ShoulderLeftPlaneZXAxisXavg;ShoulderCenter_ShoulderLeftPlaneXYAxisYavg;ShoulderCenter_ShoulderLeftPlaneYZAxisZavg;ShoulderCenter_ShoulderRightPlaneZXAxisXavg;ShoulderCenter_ShoulderRightPlaneXYAxisYavg;ShoulderCenter_ShoulderRightPlaneYZAxisZavg;ShoulderLeft_ElbowLeftPlaneZXAxisXavg;ShoulderLeft_ElbowLeftPlaneXYAxisYavg;ShoulderLeft_ElbowLeftPlaneYZAxisZavg;ElbowLeft_WristLeftPlaneZXAxisXavg;ElbowLeft_WristLeftPlaneXYAxisYavg;ElbowLeft_WristLeftPlaneYZAxisZavg;WristLeft_HandLeftPlaneZXAxisXavg;WristLeft_HandLeftPlaneXYAxisYavg;WristLeft_HandLeftPlaneYZAxisZavg;ShoulderRight_ElbowRightPlaneZXAxisXavg;ShoulderRight_ElbowRightPlaneXYAxisYavg;ShoulderRight_ElbowRightPlaneYZAxisZavg;ElbowRight_WristRightPlaneZXAxisXavg;ElbowRight_WristRightPlaneXYAxisYavg;ElbowRight_WristRightPlaneYZAxisZavg;WristRight_HandRightPlaneZXAxisXavg;WristRight_HandRightPlaneXYAxisYavg;WristRight_HandRightKinectZAxisavg;avgDepthstdv;leftShoulderAnglestdv;rightShoulderAnglestdv;leanAnglestdv;HipCenter_SpineSpine_ShoulderCenterstdv;Spine_ShoulderCenterShoulderCenter_Headstdv;Spine_ShoulderCenterShoulderCenter_ShoulderLeftstdv;Spine_ShoulderCenterShoulderCenter_ShoulderRightstdv;ShoulderCenter_ShoulderLeftShoulderLeft_ElbowLeftstdv;ShoulderLeft_ElbowLeftElbowLeft_WristLeftstdv;ElbowLeft_WristLeftWristLeft_HandLeftstdv;ShoulderCenter_ShoulderRightShoulderRight_ElbowRightstdv;ShoulderRight_ElbowRightElbowRight_WristRightstdv;ElbowRight_WristRightWristRight_HandRightstdv;HipCenter_SpinePlaneZXAxisXstdv;HipCenter_SpinePlaneXYAxisYstdv;HipCenter_SpinePlaneYZAxisZstdv;Spine_ShoulderCenterPlaneZXAxisXstdv;Spine_ShoulderCenterPlaneXYAxisYstdv;Spine_ShoulderCenterPlaneYZAxisZstdv;ShoulderCenter_HeadPlaneZXAxisXstdv;ShoulderCenter_HeadPlaneXYAxisYstdv;ShoulderCenter_HeadPlaneYZAxisZstdv;ShoulderCenter_ShoulderLeftPlaneZXAxisXstdv;ShoulderCenter_ShoulderLeftPlaneXYAxisYstdv;ShoulderCenter_ShoulderLeftPlaneYZAxisZstdv;ShoulderCenter_ShoulderRightPlaneZXAxisXstdv;ShoulderCenter_ShoulderRightPlaneXYAxisYstdv;ShoulderCenter_ShoulderRightPlaneYZAxisZstdv;ShoulderLeft_ElbowLeftPlaneZXAxisXstdv;ShoulderLeft_ElbowLeftPlaneXYAxisYstdv;ShoulderLeft_ElbowLeftPlaneYZAxisZstdv;ElbowLeft_WristLeftPlaneZXAxisXstdv;ElbowLeft_WristLeftPlaneXYAxisYstdv;ElbowLeft_WristLeftPlaneYZAxisZstdv;WristLeft_HandLeftPlaneZXAxisXstdv;WristLeft_HandLeftPlaneXYAxisYstdv;WristLeft_HandLeftPlaneYZAxisZstdv;ShoulderRight_ElbowRightPlaneZXAxisXstdv;ShoulderRight_ElbowRightPlaneXYAxisYstdv;ShoulderRight_ElbowRightPlaneYZAxisZstdv;ElbowRight_WristRightPlaneZXAxisXstdv;ElbowRight_WristRightPlaneXYAxisYstdv;ElbowRight_WristRightPlaneYZAxisZstdv;WristRight_HandRightPlaneZXAxisXstdv;WristRight_HandRightPlaneXYAxisYstdv;WristRight_HandRightKinectZAxisstdv
PP16;1;N;20121015T142000000;5;8;5;2;10,3;8,9;1;5;8,9;3;1;81,3;81;0,069849;126,015775;0,808136;0,474107;0,014938;0,139078;0,018997;0,005157;0,001048;0,071462;-0,164327;-4,611499;-5,428496;-3,618336;0,163121;0,375887;0,283688;0,255319;0,120567;0,106383;0,156028;0,567376;0,170213;0,141844;0,007092;0;0,503546;0,049645;1,049645;0,22695;0,276596;1,503546;0;0;0,638298;0,06383;0,41844;0,014184;0,340426;0,241135;0,06383;0;0,744681;7;3;0;0;0;2;525,362235;80;53;27;0;10;0;16;0;0;0,6625;0,144928;2089,627992;-125,434708;120,578687;92,854487;176,559233;155,651097;57,300425;57,75232;143,665601;61,823271;118,146104;146,045187;148,785269;167,498552;-77,200007;-2,708349;94,293087;-129,246557;-2,235759;92,854487;-60,47916;12,485092;112,49338;-173,998872;-125,434708;-98,285256;18,823997;120,578687;-60,055347;-143,298971;-161,207857;-103,454588;96,919459;-19,397993;19,107155;150,705257;-26,887652;80,357163;13,010702;153,392092;-83,483808;-35,162165;136,71766;-106,666084;-28,70766;131,531208;-99,301267;23,292055;1,384714;1,591398;1,153474;1,892488;5,143428;1,425928;1,624748;3,70609;2,828988;12,776841;4,740912;15,160043;11,538862;96,461427;1,359054;4,00753;19,068472;0,995534;1,153474;10,323041;2,072421;6,120583;2,048792;1,384714;2,685583;2,830827;1,591398;4,309002;19,387268;2,689045;2,881754;0,981872;2,858817;1,050268;44,157593;14,690696;12,685792;12,427185;4,462477;6,004791;33,231637;62,60612;27,112606;33,655537;60,111078;49,321813
PP16;1;N;20121015T142100000;5;8;5;2;10,3;8,9;1;5;8,9;3;1;81,3;83;0,061431;132,184948;0,79933;0,399479;0,017186;0,190002;0,030695;0,00523;0,001481;0,063766;-0,200897;-4,560377;-4,711469;-5,286602;0,133858;0,456693;0,401575;0,299213;0,102362;0,173228;0,23622;0,637795;0,19685;0,055118;0;0,062992;1,393701;0,007874;1,259843;0,141732;0,503937;1,559055;0;0;0,637795;0,149606;0,181102;0,062992;0,19685;0,251969;0,007874;0;1,141732;0;0;0;0;0;0;0;126;82;44;0;23;0;15;0;0;0,650794;0,237113;2091,198091;-125,254384;119,842642;92,914271;177,035451;152,820961;58,40852;57,412692;142,73832;62,134357;114,016234;143,507848;145,514303;166,385929;-116,187754;-3,384023;95,556377;-138,027315;-3,195774;92,914271;-65,428414;12,248749;115,987357;-174,064355;-125,254384;-98,235221;17,672195;119,842642;-60,917154;-143,531703;-162,077111;-103,424349;97,317149;-20,784862;18,70588;171,284731;-30,071154;84,922527;4,068889;154,198669;-87,792236;-52,889171;98,595455;-120,229371;-51,380705;100,430215;-120,592895;22,033244;1,442053;1,62206;1,102019;1,257054;3,921715;1,407028;1,602493;2,537225;1,339825;1,100311;5,197791;22,538066;11,752642;47,603603;0,837051;2,290746;13,822113;0,752532;1,102019;6,12753;1,637168;4,61725;1,942661;1,442053;2,413239;1,842376;1,62206;3,492329;4,133096;0,923924;1,051315;0,641455;1,084628;0,560836;1,478275;0,887658;0,944356;6,510444;3,463531;2,73138;27,677608;122,092865;22,138596;37,858851;114,257977;30,068192
PP16;1;N;20121015T142200000;5;8;5;2;10,3;8,9;1;5;8,9;3;1;81,3;87;0,046552;132,918916;0,786124;0,330423;0,12199;0,178306;0,013;0,001503;0,0001;0,086025;-0,097436;-2,092923;-5,058092;-2,89199;0,057471;0,344828;0,264368;0,367816;0,149425;0,114943;0,08046;0,482759;0,218391;0,103448;0;0;1,229885;0;1,37931;0,264368;0,367816;2,367816;0;0;1,091954;0,390805;0,149425;0;0,83908;0,114943;0;0;0,931034;0;0;0;0;0;0;0;66;46;20;0;10;0;9;0;0;0,69697;0,181818;2094,49174;-129,179042;119,415865;92,248473;173,730548;153,258563;56,318854;56,858385;144,49625;60,95107;112,927413;129,013736;145,867024;156,58369;-52,043686;-6,126838;89,006437;-148,483218;-4,132917;92,248473;-52,442876;15,129293;110,456599;-167,316004;-129,179042;-104,313782;14,572755;119,415865;-65,15662;-134,312313;-119,647755;-105,663639;98,501605;-26,664153;16,981395;170,420883;-30,152572;85,08434;-19,800698;104,189786;-97,179813;-69,006693;91,130241;-111,761881;-45,17786;139,218007;-121,183793;23,369288;6,010845;4,756371;0,807779;7,860462;3,6765;3,971709;3,828698;4,930239;4,418809;1,950452;36,530743;17,558527;26,897391;128,630181;4,873903;9,105695;15,591399;2,126789;0,807779;14,179705;3,024207;6,591633;9,706545;6,010845;8,828122;3,45887;4,756371;5,685873;22,53228;113,871856;5,988322;3,37819;13,928589;3,110611;20,381037;1,702478;1,425535;51,664242;100,133418;46,946668;46,421944;128,897308;13,057321;19,676855;57,565158;19,563427
PP16;2;R;20121015T143900000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;81;0,063411;97,763674;0,909142;0,783491;0,026494;0,22467;0,002462;0,002072;0,013395;0,002956;-0,200832;-22,450139;1,721403;-11,22215;0;0,333333;0,062222;0,355556;0,071111;0,337778;0,013333;0,675556;0,004444;0,217778;0;0,053333;0,195556;0;1,377778;0,173333;0,048889;0,168889;0;0,004444;0,008889;0,075556;0,008889;0,004444;0,008889;0;0;0;0,151111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2114,195059;-117,264568;126,939488;86,990326;137,106543;163,765633;53,221663;63,902856;118,822174;97,946321;161,117711;124,500705;111,737152;164,254622;75,539466;16,019557;43,423271;9,039679;10,576329;86,990326;-81,112389;0,486364;98,934767;0,189168;-117,264568;-95,777939;-12,477419;126,939488;-105,332555;-84,572214;-19,752253;-67,372943;-21,458198;93,127332;-135,534701;-11,758139;93,568042;-120,353251;-50,157596;50,965428;-102,485633;-120,276934;-113,170941;-135,470678;-110,292859;-82,323797;-111,186066;22,19801;5,721879;4,499038;6,663294;2,98923;6,367054;5,603358;4,091597;20,961949;34,751376;16,595757;16,031727;25,599933;19,625986;7,74336;8,799033;5,508906;25,918284;2,644539;6,663294;30,161448;3,734903;4,577022;172,909495;5,721879;15,204075;8,780216;4,499038;7,811992;82,094619;150,164447;99,506437;48,429936;65,613977;63,335251;43,693653;65,689482;70,361821;59,051387;156,910338;16,786398;11,225077;14,870569;96,489947;21,617831;89,156464;121,147097
PP16;2;R;20121015T144000000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;92;0,116074;108,484009;0,86927;0,510312;0,066114;0,292557;0,029972;0,009254;0,003869;0,002607;-0,239317;-11,198344;-0,685511;-5,587059;0,092308;0,507692;0,407692;0,061538;0,1;0,192308;0,069231;0,423077;0,053846;0,130769;0,038462;1,323077;0,361538;0;0,653846;0,092308;0,315385;0,461538;0,007692;0,176923;0,469231;0,484615;0,030769;0,023077;0,1;0,2;0;0;1,438462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2112,555726;-124,142315;124,676423;86,569002;143,249477;158,540711;52,642334;60,557342;133,33717;94,747293;149,87183;124,13907;92,481183;143,436016;66,730564;-1,12496;51,248095;21,29216;3,482106;86,569002;-75,382655;5,078408;104,779752;-35,156365;-124,142315;-96,255217;-3,017385;124,676423;-93,24355;-55,05747;-91,49311;-96,499558;-29,541057;76,187031;-22,370174;-34,415034;92,394832;-39,383351;-70,934145;-31,128633;-115,490585;-61,204373;-15,866162;-7,479235;-34,423323;4,362482;-27,735991;32,364069;9,320289;6,345757;6,461692;13,654695;8,282538;9,321822;6,671389;24,883107;24,035996;20,532996;20,086154;37,944856;32,384962;64,623564;12,43389;19,224344;73,899459;5,070291;6,461692;32,30772;10,643557;4,882094;156,500236;9,320289;29,666097;15,095431;6,345757;22,773857;116,739713;118,666343;57,058425;41,959332;88,866014;130,582827;39,280337;81,835699;125,814033;55,315259;154,62865;29,006405;83,381301;90,788184;128,275084;87,501386;106,648077;113,462801
PP16;2;R;20121015T144100000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;87;0,051889;117,563573;0,851148;0,387768;0,048369;0,19259;0,023914;0,002102;0,003158;0,024361;-0,146532;-11,681725;-1,820954;-2,4278;0;0,5;0,339286;0,276786;0,0625;0,366071;0,116071;0,705357;0,071429;0,035714;0,017857;0,866071;0,589286;0;1,160714;0,383929;0,723214;1,464286;0;0;0,0625;0,160714;0,017857;0;0,223214;0;0;0;0,375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2111,07095;-132,185541;124,58978;90,902812;144,299469;165,39804;43,743161;62,243354;159,037287;91,252285;165,387143;132,94679;102,448237;152,128464;85,665557;-0,629693;56,098484;-10,157571;6,684348;90,902812;-48,771749;9,887858;101,249885;-154,577346;-132,185541;-108,76054;2,734377;124,58978;-85,661254;26,582793;-117,533629;-77,356929;-3,037469;131,18058;-77,061811;1,11495;133,613812;-68,178172;-29,906176;-5,009496;-62,852027;22,244235;23,600381;-33,83561;10,030538;7,237058;-33,973172;20,750298;5,059244;5,058508;4,028019;10,339793;7,027561;4,014348;5,608793;13,955212;16,325287;17,809509;19,032444;32,276693;20,932265;22,863095;6,961693;12,167964;37,072509;3,740199;4,028019;34,015117;9,854527;9,395296;49,031859;5,059244;9,634084;8,121294;5,058508;11,400196;165,240429;11,145523;68,97465;36,922967;60,634416;52,473656;45,782279;57,959299;62,218473;72,770369;146,817197;67,608088;115,146941;122,509321;76,549443;122,544761;125,341115;80,726164
PP16;2;R;20121015T144200000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;86;0,045424;118,928773;0,846263;0,400882;0,021888;0,347102;0,010995;0,020328;0,002319;0,015094;-0,32745;-9,099283;-0,652334;-2,928643;0,075862;0,586207;0,317241;0,282759;0,006897;0,351724;0,062069;0,351724;0,089655;0,158621;0,055172;1,655172;1,537931;0;0,751724;0,351724;0,427586;0,903448;0;0,103448;0,317241;0,4;0,041379;0,117241;0;0,158621;0,02069;0;1,296552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2112,651846;-129,794367;120,155386;90,09939;142,140261;165,450578;47,123324;65,486943;147,263153;89,391593;167,237459;127,877605;86,891748;151,008566;63,196062;-1,735376;53,733962;3,872779;4,356495;90,09939;-36,558729;6,10725;97,193565;-137,808515;-129,794367;-104,679332;-1,28101;120,155386;-88,283312;-56,453122;-117,431305;-76,546208;-31,65559;88,700292;-63,246034;-24,251181;94,846708;-89,736269;-7,045006;44,952333;-22,834687;-29,49285;-43,104109;-27,075039;-58,310464;-28,927458;4,500673;23,0798;7,984043;8,799631;7,947681;15,464349;9,188859;9,498488;10,397224;22,908476;24,317566;18,022228;29,744896;35,532788;26,918464;69,640889;8,778237;23,223229;63,811696;6,019216;7,947681;56,709558;8,281066;12,214395;81,914915;7,984043;22,345351;13,42988;8,799631;27,890178;147,787538;58,338506;65,549982;35,711081;82,149007;108,371816;43,874687;75,834783;86,496166;57,756602;103,867794;87,907454;122,186832;97,662886;111,443234;111,942254;97,952377;116,320304
PP16;2;R;20121015T144300000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;85;0,065235;110,436785;0,770755;0,377457;0,055369;0,085497;0,048896;0,001688;0,000083;0,010444;-0,066388;-1,829711;-4,476003;0,47497;0;0,159091;0,659091;0,568182;0,022727;0,136364;0,170455;0,556818;0,068182;0;0,022727;0,659091;1,477273;0,022727;0,454545;0,022727;0,579545;2,522727;0;1,75;0,011364;1,590909;0;0,068182;0,147727;0;0;0;0,193182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2120,329124;-131,846924;121,816609;93,673234;155,25877;159,949397;53,52096;56,577847;137,928745;99,451359;114,287269;114,222636;109,53583;146,245074;55,018244;-9,390499;71,307781;-88,735914;-2,140845;93,673234;-42,755161;14,451042;104,042199;-128,457967;-131,846924;-108,597961;9,79961;121,816609;-74,136033;6,6242;-154,771905;-89,580421;-44,849267;99,890311;-136,12998;-106,141706;-65,672124;132,278619;-71,853508;-2,594863;-93,888977;-109,100414;-98,571398;-159,195123;-83,515269;-27,410084;-98,849493;22,611218;5,812857;2,749487;3,039368;12,291634;7,525288;7,525761;5,828737;19,326787;16,708829;23,80851;17,71689;19,127488;31,218135;101,670011;5,539385;16,572789;47,762854;5,311073;3,039368;17,708426;4,181084;7,792013;91,361648;5,812857;17,377171;9,416418;2,749487;13,453368;169,652996;49,887209;45,10574;13,489375;51,920927;72,84362;32,053819;55,289434;109,375064;54,614513;170,890682;58,436196;24,915457;56,607431;45,583926;46,223493;116,060272;122,041239
PP16;2;R;20121015T144400000;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;80;0,070036;122,799266;0,870007;0,310205;0,136352;0,117748;0,033595;0,008783;0,001003;0,000578;0,003144;-13,274771;-1,671358;4,05025;0;0,380682;0,420455;0,414773;0,034091;0,545455;0;0,414773;0,090909;0,306818;0,005682;0,664773;2,215909;0,136364;1,232955;0,227273;0;0,034091;0;0;0;0,596591;0,005682;0,022727;0,267045;0;0;0;1,329545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2114,551407;-136,95599;112,71656;91,926806;145,578031;157,411061;49,706131;62,284603;133,024101;95,840169;166,558098;55,877367;55,238218;166,211092;114,104527;-14,147644;57,812587;-133,66035;-5,07103;91,926806;-59,980115;9,666267;108,468137;-164,168801;-136,95599;-105,199862;10,065457;112,71656;-65,928353;-70,419888;73,858186;-108,766693;-88,973543;-55,369695;77,530236;-89,342275;-50,81018;156,853015;-122,850722;-68,436387;-57,150568;-11,468688;36,531372;45,692626;-6,237482;47,589365;52,826663;24,041919;3,5488;4,176988;1,372671;11,88833;5,394766;3,670915;5,078014;4,288139;21,84063;22,311479;24,593397;39,207058;20,457045;10,842052;3,547854;12,255193;65,881409;3,718485;1,372671;17,68219;2,641851;7,343916;5,496845;3,5488;6,480644;4,035049;4,176988;10,561215;38,901801;156,050296;3,480158;26,222503;62,581052;148,561942;41,178262;55,167165;56,265508;17,769749;83,781862;156,480202;72,791509;58,984033;72,531248;65,514296;48,770654;70,300505
PP16;2;I;20121015T144800000;8;7;5;6;10,2;9,3;1;8,9;9;8;6,9;83,9;81;0,063769;99,885307;0,894503;0,630911;0,043454;0,009623;0,006887;0,006102;0,001431;0,016353;0,017245;-9,053345;-1,307604;-5,131941;0,642857;0,166667;0,119048;0,119048;0;0,47619;0;0,690476;0;0,119048;0,02381;1,833333;2,547619;0;0,02381;0,047619;0,02381;0,357143;0;0,285714;0,214286;0,452381;1,928571;0,02381;0;1,666667;0;0;0;14;7;2;0;3;1;6659,520682;0;0;0;0;0;0;0;0;4;0;0;2071,829383;-123,266969;118,083092;102,322652;176,942174;167,100701;52,953845;64,266716;149,137608;109,295606;136,851218;89,524694;87,149364;143,84439;-72,80974;4,724914;105,128656;-68,33312;4,934926;102,322652;-56,741913;14,056436;110,525574;13,198317;-123,266969;-91,694316;22,974004;118,083092;-51,548532;122,583484;-152,247188;-95,828513;-55,677247;139,797552;-110,150156;-48,665554;78,902619;155,975285;-134,145585;-139,272053;-75,962683;13,637603;82,07793;-34,734604;-18,223159;81,271359;-72,247297;26,064612;5,766843;1,330159;1,381483;1,17955;5,439102;4,754408;1,538892;14,189288;12,390625;11,829802;22,234306;17,315593;21,221223;9,23308;2,436715;1,586651;8,489687;1,79145;1,381483;8,427885;4,104466;6,143736;177,798659;5,766843;5,557155;1,58391;1,330159;2,144458;117,588211;4,049778;21,027978;15,808818;34,13138;71,406744;8,781031;12,72414;64,696966;40,64514;67,980726;78,444197;51,561122;70,38275;33,182834;46,65689;71,529838;71,39514
PP16;2;I;20121015T144900000;8;7;5;6;10,2;9,3;1;8,9;9;8;6,9;83,9;82;0,074012;108,340616;0,807668;0,502796;0,031757;0,328239;0,010032;0,074956;0,002996;0,00262;-0,297665;-7,62465;-1,22798;-10,991538;0,259259;0,777778;0,925926;0,222222;0;0,185185;0,296296;0,37037;0,037037;0,148148;0,37037;0,185185;1,481481;0;0;0;0;0;0;0;0,037037;0;0,703704;0,222222;0;0,333333;0;0;3,703704;27;13;2;1;3;4;13019,4412;7;5;2;0;0;1;0;7;1;0,714286;0;2073,27217;-124,679716;120,173565;100,488441;177,126235;162,482853;50,025031;64,363335;151,759822;121,500704;152,713278;52,540696;135,624962;156,749274;-64,743739;6,487485;103,211742;-59,393726;6,516321;100,488441;-58,755373;16,255725;115,959833;-114,341552;-124,679716;-92,631179;21,762309;120,173565;-55,413831;-166,929295;-152,501226;-95,473199;-63,035681;154,627559;-129,127898;-45,019001;122,344354;-97,584892;-119,863194;-107,149512;-166,309917;-127,549059;-154,996879;-121,142882;-91,603366;-44,920393;-114,616866;23,27809;1,690407;2,694809;1,700892;1,090705;4,672266;2,96175;1,9853;4,63351;8,78084;14,075501;2,38531;5,084898;26,052239;10,050838;2,676258;1,71352;11,003031;2,435881;1,700892;6,692752;2,527248;4,775322;136,260013;1,690407;3,198167;2,007732;2,694809;4,522657;29,017579;3,238074;4,535394;4,908939;11,760696;21,877706;17,858839;29,826506;108,993286;1,137294;4,814347;27,656011;3,919143;3,423803;3,403278;52,082395;145,594484;11,840868
PP16;2;I;20121015T145000000;8;7;5;6;10,2;9,3;1;8,9;9;8;6,9;83,9;80;0,081572;111,953359;0,88122;0,928551;0,030582;0,05056;0,001891;0,004356;0,0002;0,001806;-0,020677;-21,091007;-2,77165;-8,976945;0;0,113924;0,227848;0,164557;0,012658;0,113924;0,050633;0,78481;0,063291;0,037975;0;0,037975;0,417722;0;0,341772;0,468354;0;0,012658;0;0;0,126582;0;0;0,126582;0;0;0;0;0,582278;27;15;3;0;1;4;15550,98435;7;0;7;0;0;3;0;9;2;0;0;2071,371168;-124,632567;117,32301;101,396314;177,187201;160,516005;52,052474;64,734865;154,810486;115,778502;147,2997;51,394917;121,761329;129,545924;-74,324155;4,218168;104,089426;-70,194025;4,312536;101,396314;-64,014083;14,794077;118,708457;8,457956;-124,632567;-90,67707;21,919018;117,32301;-52,026137;-166,617699;-148,874952;-97,962053;-59,839719;149,971941;-134,730115;-47,15253;108,554401;-35,112269;-119,791021;-109,018063;-167,566599;-81,592226;-154,716187;-102,695784;45,983677;-14,214098;-71,718686;24,680254;2,128216;2,253445;2,809967;1,071748;6,254598;2,130955;2,742032;7,067701;8,252744;15,535532;1,861552;9,292311;17,643746;10,652365;2,441215;2,832039;11,333238;2,162737;2,809967;4,28041;2,328329;5,176071;177,480853;2,128216;3,996901;1,883416;2,253445;3,937934;8,481696;6,764205;4,030973;7,805581;10,412365;5,851559;22,512269;51,382975;150,806771;0,333448;3,738612;20,244515;130,030631;4,449361;12,765723;104,635183;134,592049;42,131711
PP16;2;I;20121015T145100000;8;7;5;6;10,2;9,3;1;8,9;9;8;6,9;83,9;80;0,074665;115,201834;0,88216;0,824124;0,014589;0,070605;0,004566;0,012683;0,000247;0,014587;-0,05877;-19,53194;-1,585477;-9,586162;0,042945;0,110429;0,09816;0,588957;0;0,03681;0,128834;0,852761;0,006135;0,02454;0,079755;0,030675;0,159509;0;0,91411;0,153374;0,233129;0,478528;0;0,018405;0,079755;0,184049;0,03681;0,404908;0;0,09816;0;0;0,478528;8;2;1;0;1;2;4747,478925;6;0;6;0;0;3;0;4;3;0;0;2083,943375;-121,829246;114,734517;107,941293;177,215111;165,941604;57,157862;62,707646;145,387898;110,699423;147,073365;49,959705;104,188958;150,010929;-87,776797;0,867526;110,624546;-87,483196;0,759207;107,941293;-64,065954;12,699877;114,990018;135,32049;-121,829246;-79,116729;19,037926;114,734517;-53,039889;-163,947007;-154,019122;-97,858146;-60,410114;139,937458;-146,170164;-50,741269;89,44563;56,707728;-119,65677;-101,939215;-173,109446;2,549457;-0,075163;-97,044157;4,338332;-6,835373;-85,456616;23,028524;2,207763;2,788889;5,113273;1,041093;5,097381;2,158607;4,302045;3,410171;6,689594;12,876515;2,857909;6,658488;26,111344;9,271892;2,431847;5,104132;9,399724;2,236362;5,113273;5,264042;2,669714;2,830512;107,77992;2,207763;6,924312;2,686883;2,788889;6,829908;12,376433;3,06222;5,105784;8,207772;12,379311;6,321133;6,622713;20,042;156,897289;NaN;4,714642;2,666765;122,874087;158,131789;16,547902;111,07952;143,252699;48,199694
